PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Goran_Dragic,BKN,35,10,2,8,18.6,7.8,2.6,6.9,37.7,0.8,2.5,32.0,1.8,2.3,78.3,0.7,2.2,2.9,2.6,0.7,0.6,0.1,2.1,16.6,0,0,-5.3
Isaiah_Hartenstein,LAC,23,52,29,23,16.6,7.8,3.3,5.2,63.2,0.1,0.2,41.7,1.1,1.8,62.4,1.6,2.9,4.5,2.0,1.2,0.7,1.2,2.5,20.5,1,0,2.2
Donte_DiVincenzo,SAC,25,26,15,11,21.8,7.7,2.5,7.3,33.5,1.4,4.7,30.1,1.4,1.6,85.7,1.0,2.8,3.9,2.3,1.5,1.0,0.2,1.6,17.7,0,0,-2.0
Robert_Covington,LAC,31,60,28,32,28.0,7.7,2.7,6.8,39.5,1.6,4.6,34.5,0.7,0.9,83.0,0.9,4.7,5.6,1.4,1.1,1.5,1.3,2.7,23.8,1,0,-0.2
Markieff_Morris,MIA,32,10,7,3,18.7,7.7,3.2,7.0,45.7,0.8,2.2,36.4,0.5,0.5,100,1.3,1.5,2.8,1.4,1.2,0.3,0.1,2.2,13.2,0,0,2.7
PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Royce_O'Neale,UTA,28,59,38,21,31.3,7.7,2.7,5.5,49.8,1.6,3.7,41.6,0.6,0.8,80.4,0.8,4.1,4.9,2.5,1.0,1.3,0.5,2.3,21.6,2,0,3.4
Grant_Williams,BOS,23,61,37,24,23.7,7.7,2.6,5.3,48.9,1.5,3.4,44.0,1.0,1.0,92.1,0.8,2.5,3.3,1.1,0.7,0.5,0.7,2.3,16.1,0,0,0.6
Deni_Avdija,WAS,21,63,29,34,23.5,7.7,2.8,6.3,44.0,0.9,2.8,31.3,1.2,1.5,78.1,0.7,4.5,5.1,1.7,0.9,0.8,0.6,2.3,19.5,2,0,0.7
Maxi_Kleber,DAL,30,45,27,18,25.1,7.7,2.6,6.2,42.6,1.6,4.4,36.0,0.8,1.1,72.5,1.2,4.7,5.9,1.2,0.7,0.6,1.1,2.2,20.7,2,0,1.9
Oshae_Brissett,IND,23,53,16,37,21.5,7.7,2.6,6.5,39.8,1.0,3.0,33.1,1.5,2.2,66.4,1.6,3.4,5.0,0.9,0.7,0.6,0.5,1.5,17.4,3,0,-3.0
Daniel_Theis,BOS,29,32,8,24,20.8,7.7,2.9,6.1,48.5,0.8,2.7,29.4,1.0,1.6,62.7,1.1,3.8,4.9,0.8,1.0,0.4,0.7,2.3,17.1,2,0,-6.2
Dwight_Powell,DAL,30,64,39,25,20.9,7.6,2.9,4.4,65.2,0.2,0.5,39.4,1.7,2.3,74.3,2.0,2.5,4.6,1.1,0.8,0.5,0.4,2.6,16.7,0,0,0.4
Javonte_Green,CHI,28,47,31,16,24.2,7.6,2.9,5.2,54.9,0.6,1.6,35.6,1.4,1.6,83.1,1.5,2.7,4.2,1.0,0.5,0.9,0.6,2.1,18.0,0,0,1.4
Robin_Lopez,ORL,33,28,7,21,17.4,7.6,3.3,5.9,56.7,0.1,0.2,40.0,0.9,1.5,59.5,2.0,1.7,3.7,1.6,1.3,0.0,0.6,1.9,14.9,3,0,-1.9
Landry_Shamet,PHX,24,51,40,11,20.1,7.6,2.4,6.6,36.9,1.6,4.5,35.5,1.1,1.3,84.8,0.2,1.7,1.9,1.6,0.5,0.5,0.1,1.3,13.5,0,0,2.3
D.J._Wilson,TOR,26,4,2,2,13.5,7.5,2.8,3.8,73.3,0.0,0.5,0.0,2.0,2.5,80.0,0.3,3.8,4.0,1.3,0.5,1.3,0.3,1.5,18.2,0,0,-4.0
Kenrich_Williams,OKC,27,49,17,32,21.9,7.4,3.0,6.5,46.1,0.8,2.5,33.9,0.6,1.1,54.5,1.5,3.0,4.5,2.2,0.9,0.9,0.2,1.7,18.5,0,0,0.5
Kyle_Anderson,MEM,28,53,34,19,21.7,7.4,3.0,6.8,43.4,0.5,1.6,32.9,0.9,1.5,61.7,1.0,4.3,5.4,2.7,1.0,1.2,0.6,1.6,22.2,2,0,1.3
Bruce_Brown,BKN,25,56,25,31,22.3,7.4,3.0,6.1,48.8,0.4,1.1,37.7,1.0,1.3,75.7,1.3,3.2,4.5,1.5,0.7,1.0,0.6,2.4,19.1,0,0,-2.6
Jeremy_Lamb,SAC,29,45,18,27,16.6,7.3,2.3,6.2,36.9,1.0,3.2,32.4,1.7,2.1,83.9,0.4,2.3,2.6,1.4,0.6,0.6,0.4,1.1,15.0,0,0,0.8
Wes_Iwundu,ATL,27,3,2,1,27.4,7.3,2.7,6.0,44.4,1.0,1.7,60.0,1.0,1.3,75.0,1.0,3.3,4.3,0.0,0.3,0.3,0.0,2.7,13.2,0,0,0.0
R.J._Hampton,ORL,21,47,9,38,19.8,7.3,2.6,6.8,38.4,1.0,2.6,36.6,1.2,1.9,61.1,0.3,2.6,2.9,2.3,1.3,0.7,0.3,1.5,15.7,0,0,-6.5
Ziaire_Williams,MEM,20,46,29,17,21.7,7.3,2.9,6.5,44.3,1.1,3.7,29.2,0.5,0.6,79.3,0.3,1.6,1.9,0.9,0.6,0.5,0.2,1.9,12.4,0,0,1.1
Joe_Ingles,POR,34,45,28,17,24.9,7.2,2.6,6.3,40.4,1.7,5.0,34.7,0.4,0.5,77.3,0.3,2.6,2.9,3.5,1.0,0.5,0.1,1.8,16.8,0,0,4.1
Steven_Adams,MEM,28,62,40,22,26.5,7.2,2.8,5.1,55.5,0.0,0.0,0.0,1.5,2.7,55.3,4.6,5.2,9.8,3.4,1.6,0.8,0.8,1.9,27.2,13,0,4.3
Jeremiah_Robinson-Earl,OKC,21,44,13,31,23.0,7.1,2.7,6.6,40.1,1.1,3.4,33.3,0.7,1.0,71.4,1.6,4.2,5.8,1.0,0.8,0.6,0.3,1.7,17.6,3,0,-5.3
Aaron_Wiggins,OKC,23,38,10,28,22.6,7.1,2.7,5.7,47.2,0.7,2.5,29.5,1.0,1.4,71.2,0.9,2.5,3.4,1.1,0.8,0.7,0.2,2.0,14.9,0,0,-2.9
Obi_Toppin,NYK,24,57,23,34,15.0,7.1,2.8,5.5,50.8,0.4,1.7,22.4,1.2,1.6,73.9,0.9,2.6,3.5,0.9,0.8,0.3,0.4,1.4,13.8,1,0,1.9
Ty_Jerome,OKC,24,48,15,33,16.7,7.1,2.6,6.8,37.8,1.1,3.9,29.0,0.8,1.0,80.9,0.4,1.2,1.6,2.3,0.8,0.6,0.1,1.5,13.9,0,0,-0.1
Gary_Payton_II,GSW,29,60,41,19,17.0,7.1,3.0,4.8,61.2,0.7,1.8,36.4,0.5,0.9,57.4,1.0,2.5,3.4,0.8,0.5,1.4,0.3,1.8,16.9,1,0,2.8
Jarred_Vanderbilt,MIN,22,60,34,26,26.0,7.1,3.0,5.0,59.2,0.0,0.2,16.7,1.1,1.8,64.2,3.0,5.8,8.8,1.4,1.0,1.4,0.7,2.5,25.1,7,0,2.2
George_Hill,MIL,35,41,27,14,25.5,7.0,2.5,5.7,43.6,0.9,2.9,31.6,1.2,1.2,96.0,0.9,2.4,3.2,2.5,0.9,0.8,0.1,1.4,16.6,0,0,7.7
Bismack_Biyombo,PHX,29,21,19,2,16.2,7.0,2.9,4.7,61.2,0.0,0.0,0.0,1.3,2.5,52.8,2.3,3.3,5.6,0.8,0.8,0.5,0.8,2.0,18.2,5,0,3.2
Isaiah_Jackson,IND,20,26,8,18,12.0,7.0,2.8,4.8,57.6,0.1,0.4,30.0,1.4,2.3,61.0,1.5,2.0,3.5,0.3,0.8,0.5,1.2,2.3,15.9,2,0,-1.3
Sekou_Doumbouya,LAL,21,2,0,2,8.2,7.0,2.5,4.0,62.5,0.5,1.0,50.0,1.5,2.0,75.0,1.0,2.0,3.0,0.0,1.0,1.5,1.0,0.5,17.1,0,0,12.0
Corey_Kispert,WAS,23,58,25,33,20.7,6.9,2.6,5.9,42.9,1.2,3.6,32.4,0.7,0.8,87.0,0.7,1.9,2.6,1.0,0.6,0.4,0.3,1.1,13.1,0,0,1.5
Josh_Christopher,HOU,20,56,14,42,16.5,6.9,2.6,6.1,43.4,0.7,2.3,30.0,0.9,1.2,77.9,0.7,1.6,2.3,1.8,1.4,0.8,0.1,1.1,13.7,0,0,-3.4
Larry_Nance_Jr.,NOP,29,37,14,23,23.2,6.9,2.8,5.4,51.5,0.5,1.7,30.6,0.9,1.3,65.3,1.6,4.1,5.6,2.0,0.7,1.0,0.4,1.8,20.0,0,0,-1.4
JaMychal_Green,DEN,31,51,28,23,15.6,6.8,2.5,5.2,47.5,0.6,2.1,27.5,1.3,1.5,88.0,1.2,3.0,4.1,0.9,0.9,0.7,0.4,2.3,15.6,1,0,-1.3
Zeke_Nnaji,DEN,21,39,23,16,16.7,6.8,2.4,4.5,54.0,0.9,1.9,48.7,1.0,1.6,61.3,1.4,2.3,3.7,0.4,0.5,0.3,0.3,1.9,13.2,0,0,-1.0
Lou_Williams,ATL,35,43,25,18,14.5,6.6,2.3,5.9,39.2,0.7,2.0,36.0,1.3,1.4,87.1,0.3,1.3,1.6,2.0,0.8,0.5,0.1,0.9,12.3,0,0,0.1
Blake_Griffin,BKN,32,51,25,26,17.8,6.6,2.5,5.9,42.0,0.6,2.7,24.3,1.0,1.4,72.2,1.1,3.1,4.2,1.9,0.5,0.5,0.3,1.7,16.3,1,0,-1.8
Patrick_Williams,CHI,20,5,4,1,24.9,6.6,2.6,4.6,56.5,0.6,1.2,50.0,0.8,0.8,100,0.2,2.0,2.2,0.6,0.4,0.6,0.4,1.8,12.7,0,0,2.4
Jalen_McDaniels,CHA,24,39,23,16,17.6,6.6,2.5,5.1,49.2,0.8,2.2,37.2,0.8,1.2,67.4,0.7,2.7,3.5,1.1,0.8,0.5,0.4,1.8,14.4,1,0,1.1
Mason_Plumlee,CHA,32,56,29,27,25.3,6.6,2.9,4.5,63.0,0.0,0.0,0.0,0.9,2.4,36.3,2.6,5.5,8.1,3.0,1.3,0.9,0.6,3.1,24.1,5,0,-0.2
Josh_Jackson,SAC,25,42,8,34,17.0,6.6,2.5,6.1,40.4,0.7,2.8,25.9,1.0,1.3,71.4,0.4,2.5,2.9,1.2,0.9,0.5,0.5,1.7,13.8,0,0,-3.6
Brandon_Boston_Jr.,LAC,20,45,24,21,14.6,6.5,2.3,6.2,37.4,0.7,2.2,30.6,1.2,1.4,83.1,0.3,1.9,2.2,0.9,0.6,0.5,0.2,0.8,12.1,0,0,-1.8
Serge_Ibaka,MIL,32,43,22,21,16.3,6.5,2.7,5.4,48.7,0.7,1.8,36.4,0.6,0.8,66.7,1.2,3.4,4.6,1.0,0.9,0.2,0.7,1.8,15.2,3,0,-1.7
Andre_Drummond,BKN,28,57,31,26,18.7,6.5,2.8,5.1,54.5,0.0,0.1,0.0,0.9,1.9,50.0,2.8,6.0,8.8,2.0,1.6,1.1,0.9,2.5,24.4,9,0,-0.2
Avery_Bradley,LAL,31,50,25,25,23.6,6.5,2.5,6.0,40.9,1.3,3.6,37.6,0.2,0.3,85.7,0.6,1.8,2.4,0.8,0.7,0.9,0.2,1.9,13.2,0,0,-2.6
BJ_Johnson,ORL,26,4,2,2,16.1,6.5,2.8,6.3,44.0,1.0,2.5,40.0,0.0,0.0,0.0,1.5,2.3,3.8,0.0,0.0,0.0,0.3,1.0,11.8,0,0,-3.0
Dewayne_Dedmon,MIA,32,55,36,19,16.2,6.5,2.5,4.4,57.7,0.3,0.6,50.0,1.1,1.4,79.5,1.7,4.2,6.0,0.8,1.1,0.4,0.6,2.5,16.6,3,0,1.9
Aaron_Holiday,PHX,25,49,24,25,16.5,6.5,2.6,5.4,47.5,0.6,1.6,38.5,0.7,0.9,81.4,0.3,1.4,1.7,2.3,1.1,0.6,0.2,1.5,13.3,0,0,-1.2
Wayne_Ellington,LAL,34,37,13,24,18.7,6.4,2.2,5.4,40.7,1.9,4.8,39.1,0.1,0.1,80.0,0.2,1.5,1.7,0.6,0.4,0.5,0.1,1.0,10.9,0,0,-1.6
Taurean_Prince,MIN,27,53,30,23,15.8,6.3,2.3,4.9,46.5,1.1,2.9,39.0,0.7,0.9,78.3,0.4,2.0,2.3,1.0,0.8,0.7,0.3,1.4,12.7,0,0,0.0
PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Derrick_Walton_Jr.,DET,26,3,1,2,36.1,6.3,2.0,8.7,23.1,1.0,4.3,23.1,1.3,1.3,100,0.7,2.7,3.3,7.0,3.7,2.3,1.3,2.7,28.2,0,0,-1.0
Quentin_Grimes,NYK,21,40,17,23,17.4,6.3,2.2,5.2,42.1,1.7,4.2,39.8,0.3,0.4,64.7,0.6,1.4,1.9,1.0,0.6,0.7,0.3,1.5,12.1,0,0,-1.4
Kessler_Edwards,BKN,21,32,11,21,23.4,6.3,2.4,6.1,39.8,1.1,3.2,34.7,0.3,0.4,83.3,1.0,3.1,4.1,0.7,1.1,0.7,0.5,1.9,14.9,1,0,-3.3
Stanley_Johnson,LAL,25,29,11,18,21.4,6.3,2.4,5.0,47.6,0.7,2.1,31.1,0.9,1.2,71.4,0.7,2.4,3.1,1.5,0.6,0.7,0.4,2.6,15.0,0,0,-1.1
Kevon_Looney,GSW,26,64,43,21,21.4,6.3,2.6,4.7,56.2,0.0,0.0,0.0,1.0,1.7,61.3,2.7,4.9,7.5,1.8,0.9,0.6,0.7,2.7,21.2,4,0,2.5
Damian_Jones,SAC,26,42,14,28,15.1,6.3,2.5,3.8,64.4,0.1,0.4,31.3,1.2,1.7,72.2,1.3,2.5,3.8,1.1,1.0,0.3,0.7,2.1,14.5,1,0,-2.5
Tristan_Thompson,CHI,30,39,13,26,15.6,6.3,2.5,4.9,51.8,0.0,0.0,100,1.2,2.2,52.3,2.2,2.8,5.1,0.6,0.9,0.4,0.4,1.8,14.4,1,0,-1.9
Hassani_Gravett,ORL,25,8,2,6,21.4,6.3,2.3,4.8,47.4,1.4,3.3,42.3,0.4,0.5,75.0,0.1,2.5,2.6,2.5,1.1,0.6,0.1,1.6,14.3,0,0,-0.3
Torrey_Craig,PHX,31,60,23,37,20.2,6.3,2.4,5.5,43.6,0.9,2.9,31.0,0.6,0.8,73.9,1.1,2.8,4.0,1.1,0.9,0.5,0.4,1.8,14.6,2,0,-3.3
Thaddeus_Young,TOR,33,34,13,21,15.1,6.2,2.8,5.2,53.9,0.2,0.5,37.5,0.4,1.0,39.4,1.6,2.1,3.7,2.1,1.1,0.9,0.3,1.5,16.1,0,0,-1.7
Chaundee_Brown_Jr.,ATL,23,5,1,4,20.7,6.2,2.0,6.4,31.3,1.2,3.6,33.3,1.0,1.2,83.3,0.2,3.0,3.2,0.8,0.2,0.4,0.0,1.4,12.2,0,0,-4.0
Aleksej_Pokusevski,OKC,20,48,16,32,17.7,6.2,2.6,6.5,39.9,0.8,2.8,27.3,0.3,0.4,61.9,1.1,3.6,4.7,1.4,1.2,0.6,0.6,1.2,16.4,2,0,-1.3
Day'Ron_Sharpe,BKN,20,32,12,20,12.2,6.2,2.7,4.7,57.7,0.1,0.2,28.6,0.8,1.3,58.5,2.5,2.5,5.0,0.5,0.9,0.3,0.5,1.9,14.4,2,0,1.8
Danny_Green,PHI,34,45,26,19,22.5,6.2,2.1,5.4,39.5,1.7,4.5,37.3,0.2,0.2,90.0,0.5,1.9,2.4,1.0,0.8,1.0,0.6,1.8,14.7,0,0,2.0
Alex_Len,SAC,28,34,13,21,16.5,6.1,2.4,4.6,52.9,0.2,0.6,31.6,1.1,1.7,63.8,1.4,3.1,4.5,1.2,1.2,0.4,0.7,2.6,15.4,2,0,-2.4
Austin_Reaves,LAL,23,44,23,21,21.9,6.1,2.1,4.5,46.7,0.8,2.5,32.1,1.1,1.4,83.3,0.6,2.0,2.6,1.4,0.5,0.4,0.4,1.5,13.0,0,0,2.5
Kelan_Martin,BOS,26,28,12,16,16.0,6.1,2.5,6.1,41.2,0.8,2.6,29.7,0.3,0.5,69.2,0.6,1.4,1.9,0.8,0.5,0.5,0.3,1.3,11.4,0,0,-1.7
Austin_Rivers,DEN,29,49,31,18,21.2,6.1,2.2,5.3,42.0,1.2,3.5,34.3,0.4,0.6,66.7,0.3,1.3,1.7,1.2,0.8,0.8,0.1,1.7,11.6,0,0,1.5
James_Johnson,BKN,35,49,22,27,19.6,6.1,2.6,5.5,46.8,0.4,1.5,26.7,0.5,1.0,51.0,0.9,2.6,3.5,2.0,0.8,0.5,0.4,2.6,15.3,1,0,-1.0
Armoni_Brooks,TOR,23,42,11,31,16.5,6.0,2.1,6.0,34.7,1.5,5.1,30.0,0.4,0.5,84.2,0.3,1.6,1.9,1.2,0.5,0.5,0.2,1.5,11.6,0,0,-1.7
Nemanja_Bjelica,GSW,33,56,38,18,15.1,6.0,2.2,4.9,45.8,0.8,2.2,34.1,0.8,1.2,68.2,0.8,3.0,3.9,1.9,1.1,0.6,0.3,1.6,15.1,2,0,1.6
Killian_Hayes,DET,20,52,15,37,24.3,5.9,2.2,6.3,35.4,0.6,2.4,25.8,0.8,1.1,78.6,0.6,2.5,3.0,4.1,1.7,1.1,0.5,2.7,18.7,2,0,-6.2
Kira_Lewis_Jr.,NOP,20,24,6,18,14.2,5.9,2.5,6.1,40.4,0.5,2.4,22.4,0.4,0.5,83.3,0.4,1.3,1.6,2.0,1.1,0.5,0.0,0.7,11.3,0,0,-4.5
Derrick_Jones_Jr.,CHI,25,39,25,14,17.5,5.9,2.2,3.9,54.9,0.4,1.1,36.4,1.2,1.5,78.9,1.2,2.2,3.4,0.5,0.5,0.4,0.7,2.3,13.5,0,0,1.6
Omer_Yurtseven,MIA,23,46,32,14,13.4,5.9,2.5,4.7,53.9,0.0,0.2,14.3,0.8,1.2,63.6,1.6,4.0,5.6,1.0,0.8,0.3,0.4,1.7,15.5,8,0,0.8
Davis_Bertans,DAL,29,41,21,20,14.8,5.9,1.8,5.2,35.4,1.4,4.4,32.4,0.8,0.8,91.2,0.2,1.7,1.9,0.5,0.3,0.3,0.2,1.6,10.1,0,0,0.2
Cassius_Stanley,DET,22,9,3,6,17.2,5.8,2.1,5.1,41.3,0.4,1.9,23.5,1.1,1.1,100,0.6,1.6,2.1,0.4,0.7,0.6,0.2,1.9,10.6,0,0,-1.7
Brandon_Goodwin,CLE,26,22,13,9,17.3,5.8,2.2,5.7,39.2,0.7,2.2,33.3,0.6,1.0,61.9,0.5,2.0,2.6,3.7,1.1,1.0,0.0,1.5,16.2,1,0,1.4
Facundo_Campazzo,DEN,30,57,34,23,20.0,5.7,1.8,4.9,37.2,1.0,3.2,31.3,1.1,1.3,78.9,0.4,1.6,2.0,3.6,1.1,1.0,0.4,2.1,16.8,2,0,-3.7
Eric_Paschall,UTA,25,46,29,17,13.0,5.7,1.9,3.9,48.9,0.8,2.0,38.5,1.1,1.5,76.5,0.5,1.4,2.0,0.6,0.6,0.2,0.1,0.9,9.2,0,0,0.5
Danuel_House_Jr.,UTA,28,31,12,19,15.7,5.7,1.9,4.5,42.0,1.0,2.4,40.0,1.0,1.2,81.1,0.4,2.1,2.5,1.2,0.7,0.4,0.3,1.2,11.9,0,0,-1.0
Keifer_Sykes,IND,28,23,4,19,17.9,5.7,2.1,6.1,34.8,0.9,3.0,29.4,0.5,0.6,85.7,0.3,1.4,1.7,2.0,1.1,0.3,0.2,1.6,11.2,0,0,-2.0
Matisse_Thybulle,PHI,25,48,31,17,26.0,5.6,2.3,4.6,49.3,0.7,2.4,28.4,0.4,0.5,72.0,0.5,1.8,2.4,1.2,0.6,1.8,1.1,2.3,18.2,0,0,0.2
Dennis_Smith_Jr.,POR,24,37,15,22,17.3,5.6,2.1,5.1,41.8,0.2,0.7,22.2,1.1,1.7,65.6,0.5,1.8,2.4,3.6,1.4,1.2,0.3,1.4,17.0,0,0,-3.7
Greg_Monroe,MIL,31,10,5,5,15.0,5.5,2.4,4.4,54.5,0.0,0.0,0.0,0.7,1.4,50.0,2.3,2.9,5.2,1.4,0.9,0.6,0.7,1.6,16.8,0,0,0.5
Ish_Smith,WAS,33,46,21,25,15.5,5.5,2.5,5.7,43.5,0.3,0.8,38.5,0.3,0.4,60.0,0.4,1.5,1.9,3.2,1.1,0.6,0.3,1.2,14.2,0,0,-2.0
Justise_Winslow,POR,25,44,23,21,15.7,5.5,2.2,4.9,45.1,0.3,1.2,24.5,0.8,1.3,61.4,0.9,3.1,4.1,1.7,1.0,0.7,0.5,1.4,15.6,2,0,0.8
Nik_Stauskas,BOS,28,2,1,1,11.9,5.5,1.5,4.0,37.5,1.0,2.0,50.0,1.5,2.0,75.0,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,8.1,0,0,8.0
Xavier_Moon,LAC,27,6,3,3,13.9,5.5,2.3,5.7,41.2,0.5,1.7,30.0,0.3,0.5,66.7,0.2,1.3,1.5,1.7,0.5,0.8,0.2,0.7,12.3,0,0,-2.3
Trey_Burke,DAL,29,33,18,15,10.6,5.5,2.2,5.2,41.3,0.7,2.1,32.9,0.5,0.6,84.2,0.1,0.8,0.8,1.4,0.6,0.3,0.0,0.9,9.0,0,0,0.0
P.J._Dozier,DEN,25,18,9,9,18.9,5.4,2.0,5.5,36.4,0.8,2.7,31.3,0.6,0.7,76.9,0.8,2.7,3.5,1.6,0.7,0.6,0.3,1.8,14.1,0,0,-5.0
Keita_Bates-Diop,SAS,26,50,18,32,16.2,5.4,2.2,4.3,50.9,0.3,1.0,34.7,0.7,1.0,70.8,1.0,2.9,3.9,0.7,0.7,0.5,0.3,1.1,12.8,1,0,0.1
DeAndre'_Bembry,MIL,27,53,29,24,18.9,5.4,2.3,4.1,56.9,0.3,0.7,41.7,0.4,0.7,60.0,0.8,2.3,3.0,1.2,0.6,0.9,0.5,2.1,14.3,0,0,-0.7
Garrett_Temple,NOP,35,56,22,34,18.9,5.4,1.9,5.0,38.3,1.0,3.1,32.0,0.5,0.7,68.3,0.5,2.0,2.5,1.3,0.7,0.8,0.4,1.4,13.1,0,0,-5.9
D.J._Augustin,LAL,34,36,10,26,15.3,5.3,1.6,4.0,40.3,1.2,2.9,40.8,0.9,1.1,86.8,0.2,1.0,1.2,2.3,1.3,0.4,0.0,0.5,10.1,0,0,-3.8
